name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Nelson Crane on Lily Pad Figurine,SDH1884-280,https://www.jaystrongwater.com/animals/nelson-crane-on-lily-pad-figurine-sdh1884-280,https://www.jaystrongwater.com/img/product/SDH1884-280_1-Z.jpg?fv=84E42941EB6DDB372DD4F9198268DAD4-67744,Spectacular - standing more than two feet tall on a lily-pad base and hand-set with more than three thousand Swarovski crystals in shades of Topaz and White Opal. Hand-painted in creamy golden enamels with pale copper-toned accents. The mold is forged in metal at our foundry in India using the original clay model - and later embellished with enamels and crystals at the Jay Strongwater Rhode Island workshop.,6500,In Stock,Jay Strongwater,
Bette Eye Compact,SCB8077-202,https://www.jaystrongwater.com/view-all-new/bette-eye-compact-scb8077-202,https://www.jaystrongwater.com/img/product/SCB8077-202_small-Z.jpg?fv=20AED525F02D1679B2D39113242F570F-72661, The Bette Eye Compact is the quintessential Hollywood glamour accessory! How chic to hold this bright fuchsia enameled compact with its bewitching jeweled eye with dazzling crystals. Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous. ,225,In Stock,Jay Strongwater,
G Charm,SJ9213-256,https://www.jaystrongwater.com/chains-charms/g-charm-sj9213-256,https://www.jaystrongwater.com/img/product/SJ9213-256_1-Z.jpg?fv=675B5B6A212E868612B673B5F284F6C1-45398,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the G Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/pop-life/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
H Charm,SJ9214-256,https://www.jaystrongwater.com/chains-charms/h-charm-sj9214-256,https://www.jaystrongwater.com/img/product/SJ9214-256_1-Z.jpg?fv=A54E98164A86D73037B8F2DD0353E875-44888,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the H Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Steven Robot Clock,SDH6061-602,https://www.jaystrongwater.com/pop-life/steven-robot-clock-sdh6061-602,https://www.jaystrongwater.com/img/product/SDH6061-602-1-Z.jpg?fv=A57D11B4C11B88956C043FC3E2E6D3C2-81859, The ultimate luxe toy – this Steven Robot Clock – was inspired by tin robots from the 1950s but transformed into all hand-polished pewter - finished in silver and enameled in paint box bright enamels with bold crystals from Swarovski. Our Robot wears a golden crown - is fitted with our signature clock and has been individually constructed at our Rhode Island workshop. Limited to a numbered edition of 100.,2500,In Stock,Jay Strongwater,
Emilia Stone Edge 3in x 4in Frame,SPF5114-271,https://www.jaystrongwater.com/great-gifts-2/emilia-stone-edge-3-x-4-frame-spf5114-271,https://www.jaystrongwater.com/img/product/SPF5114-271_1-Z.jpg?fv=4550595E66673B57FDED3B7FC20F408C-103263,The elegant - dark brown Emilia Stone Edge 3in x 4in Frame is outlined with white opal crystals for great graphic appeal. A chic complement to the bold Safari Collection.,350,In Stock,Jay Strongwater,
BUDDHA CHARM,SJ9184-212,https://www.jaystrongwater.com/chains-charms/buddha-charm-sj9184-212,https://www.jaystrongwater.com/img/product/SJ9184-212_1-Z.jpg?fv=905E6725DF635C56A23F37C0BD5389BC-49140,Lovely Buddha charm - a perfect gift for a special someone. Handmade in our New York workshop. ,95,In Stock,Jay Strongwater,
Nova Butterfly 3in x 4in Frame,SPF5867-202,https://www.jaystrongwater.com/great-gifts-2/nova-butterfly-3-x-4-frame-spf5867-202,https://www.jaystrongwater.com/img/product/SPF5867-202-Z.jpg?fv=23E0320A8FA264E9655A52BB217DAD2D-75893, Our signature jeweled butterfly – hand-painted in rainbow enamels – pops on the corner of the Nova Butterfly Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view.  Stands vertically or horizontal.,495,In Stock,Jay Strongwater,
Gilded Heart Drop Earrings,SJ9318-292,https://www.jaystrongwater.com/wedding/gilded-heart-drop-earrings-sj9318-292,https://www.jaystrongwater.com/img/product/SJ9318-292_1-Z.jpg?fv=BB3DEBE6D823F4E8B9CA55F542639E94-68780,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart drop earrings. Finished in 18K Gold and hand-set with Swarovski blush crystals from the Jay Strongwater Rhode Island workshop.,175,In Stock,Jay Strongwater,
Lorelei Butterfly Vase,SDH6582-456,https://www.jaystrongwater.com/vases-bowls/lorelei-butterfly-vase-sdh6582-456,https://www.jaystrongwater.com/img/product/SDH6582-456_alt-Z.jpg?fv=7FE486D6534B4CBA3E9F1D5998A56F9F-73997, Our verdant green - gold-flecked Lorelei Butterfly Vase is accented with a whimsical jeweled butterfly.,325,In Stock,Jay Strongwater,
Catalina Porcelain Fluted Butterfly Bowl,SDH2441-292,https://www.jaystrongwater.com/vases-bowls/catalina-porcelain-fluted-butterfly-bowl-sdh2441-292,https://www.jaystrongwater.com/img/product/SDH2441-292_1-Z.jpg?fv=4671704ADF3608CFBA3CF22DA64D3057-42021,Let your flight of fancy take wing. A study in exquisite contrasts: meticulously crafted and hand polished butterflies—finished in 18K gold—alight on the clean - glazed porcelain shape of our Catalina Porcelain Fluted Butterfly Bowl. Butterflies cast and forged in Rhode Island. Porcelain crafted in Portugal.,495,In Stock,Jay Strongwater,
Leonard Pave Corner 4in x 6in Frame,SPF5830-289,https://www.jaystrongwater.com/great-gifts-2/leonard-pave-corner-4-x-6-frame-spf5830-289,https://www.jaystrongwater.com/img/product/SPF5830-289_1-Z.jpg?fv=BF7BE33B4666CD48C80DD4CDF8AF499F-49889,Loved ones always look that much lovelier in our Leonard Pave Corner 4in x 6in Frame. Forged in metals - painted by artisans with vibrant berry-hued enamels - and sparkling with Swarovski® crystal corners - pick a bouquet of Classic frame colors for standout style.,325,In Stock,Jay Strongwater,
Loretta Orchid Vase,SDH2383-256,https://www.jaystrongwater.com/vases-bowls/loretta-orchid-vase-sdh2383-256,https://www.jaystrongwater.com/img/product/SDH2383-256_1-Z.jpg?fv=4ABF489B8B5884FFC05D3576D5CAE4FB-65942,Our Bloomsbury Collection offers graceful - delicate style for table and home. Lush orchid blossoms accent our stippled glass Loretta Orchid Vase. Each cast metal piece is hand decorated in hothouse colors and set with twinkling Swarovski® crystals.,325,In Stock,Jay Strongwater,
Tessa Golden Bejeweled Tealight,SDH6584-232,https://www.jaystrongwater.com/great-gifts-2/tessa-golden-bejeweled-tealight-sdh6584-232,https://www.jaystrongwater.com/img/product/SDH6584-232_w-Z.jpg?fv=C532E31D8928942746BA3435E07208AF-73262, Accent your decor with the exquisite details of our Tessa Bejeweled Tealight. Golden hues are embellished with vibrant - hand-enameled metal accents in golden jewel tones. ,325,In Stock,Jay Strongwater,
Addilyn Tulip & Butterfly Vase,SDH2485-292,https://www.jaystrongwater.com/vases-bowls/addilyn-tulip-butterfly-vase-sdh2485-292,https://www.jaystrongwater.com/img/product/SDH2485-292_1-Z.jpg?fv=15F31727F5920DCD46933175F7271371-37589,In the Composition collection - we set aside our enamels and crystals allowing the natural beauty of the carved metals to shine through. An exuberant carved metal tulip dramatically drapes over the Addilyn cream glazed porcelain vase. The engraved tulip and butterfly are casted in pewter and hand-polished by our master artisans in Rhode Island and fixed onto a cream glazed porcelain vase with high-fired gold edging and crafted in Portugal.,950,In Stock,Jay Strongwater,
Brittany Porcelain Fluted Bowl,SDH2426-293,https://www.jaystrongwater.com/vases-bowls/brittany-porcelain-fluted-bowl-sdh2426-293,https://www.jaystrongwater.com/img/product/SDH2426-293_1-Z.jpg?fv=8E4A399BA26AED79C485E20EB8649FB3-62405,Sleek and gorgeous. The Brittany Porcelain Fluted Bowl features a cast pewter petal base finished in 18K gold in our Rhode Island workshop - holding a gold-edged black porcelain bowl from Portugal.,350,In Stock,Jay Strongwater,
Y Charm,SJ9231-256,https://www.jaystrongwater.com/chains-charms/y-charm-sj9231-256,https://www.jaystrongwater.com/img/product/SJ9231-256_1-Z.jpg?fv=BA6537B20947DB60A70C13464684450F-38405,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the Y Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Porter Elephant Decanter,SDH2472-280,https://www.jaystrongwater.com/highland/porter-elephant-decanter-sdh2472-280,https://www.jaystrongwater.com/img/product/SDH2472-280_1-Z.jpg?fv=DEFF0D3163BFF518AF014BB1EC70A147-41706,Jay Strongwater’s barware collection brings refined luxuries to cocktails. The Porter Elephant Decanter is the ultimate in elegance - banded in golden accents and topped off with a hand-enameled elephant head stopper.,695,In Stock,Jay Strongwater,
Danielle Vine Floral Vase,SDH2419-295,https://www.jaystrongwater.com/vases-bowls/danielle-vine-floral-vase-sdh2419-295,https://www.jaystrongwater.com/img/product/SDH2419-295_1-Z.jpg?fv=64658AA5905D8E130AE40A9414B9FF20-83116,With gilded grace - this lusciously handmade treasure is designed to be cherished. Lush - exuberant florals are hand-painted in mixed metallics on fluted - gold-edged glassware from Poland. Each Danielle Vine Floral Vase is decorated by hand and set with sparkling Swarovski® crystals.,495,In Stock,Jay Strongwater,
Ollie Tiger's Eye Turtle Box,SDH7377-287,https://www.jaystrongwater.com/highland/ollie-tiger-s-eye-turtle-box-sdh7377-287,https://www.jaystrongwater.com/img/product/SDH7377-287_1-Z.jpg?fv=B748724112A846C40E9AFF3516A3117F-49869,Slow and steady wins the race - so they say—or perhaps they meant stunning and sparkly? Either way - this little turtle’s a winner in our book. A dazzling hand-cut - semiprecious tiger’s eye cabochon is set in hammered 18K-gold-finished metal on our Ollie Tiger’s Eye Turtle Box. What a charming gift he would make!,475,In Stock,Jay Strongwater,
P Charm,SJ9222-256,https://www.jaystrongwater.com/chains-charms/p-charm-sj9222-256,https://www.jaystrongwater.com/img/product/SJ9222-256_1-Z.jpg?fv=A6C83A97F048FC01A0AD0A4F1D16CD97-47167,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the P Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Rhodes Toggle Bracelet - 7.5in,SJ9075-292,https://www.jaystrongwater.com/chains-charms/rhodes-toggle-bracelet-7-5-sj9075-292,https://www.jaystrongwater.com/img/product/SJ9075-292_1-Z.jpg?fv=227051EAAC48E60734FF121D3279C41C-53828,Our handmade chain-link 7.5in Rhodes Toggle Bracelet - finished in textured 18K gold - is the perfect canvas for your favorite charms - with a signature Jay Strongwater ring-and-toggle closure that features hand-set Swarovski® crystals.,68,In Stock,Jay Strongwater,
Amadine Golden Pheasant Figurine,SDH1881-270,https://www.jaystrongwater.com/animals/amadine-golden-pheasant-figurine-sdh1881-270,https://www.jaystrongwater.com/img/product/SDH1881-270_1-Z.jpg?fv=B6655DF437835ED8962772D6687AF908-126215,Our Amadine Golden Pheasant Figurine stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal - and pearl hues.,18000,In Stock,Jay Strongwater,
Greta Butterfly & Floral Perfume Bottle,SDH8883-281,https://www.jaystrongwater.com/wedding/greta-butterfly-floral-perfume-bottle-sdh8883-281,https://www.jaystrongwater.com/img/product/SDH8883-281_1-Z.jpg?fv=3F7AF8C673FB7FBB7A10DB1A7AF58A1A-76956,A jeweled butterfly perches on the flower and leaf engraved top of the alluring Greta perfume bottle. Hand polished pewter finished in 18K Gold with painted washes of blush and opal pink enamels accentuating the fine textures of the design. Gently twinkling with hand-set Swarovski crystals in shades of silk - antique rose and opal. Metal crafted at the Jay Strongwater Rhode Island workshop and hand-blown glass bottle rippling with soft gold flecks.,595,In Stock,Jay Strongwater,
Monroe Tiger Head Objet,SDH2462-270,https://www.jaystrongwater.com/animals/monroe-tiger-head-objet-sdh2462-270,https://www.jaystrongwater.com/img/product/SDH2462-270_1-Z.jpg?fv=F7EB5472DAAE332CC71C65D00117E37F-94500,The grace and beauty of the exotic Monroe Tiger Head Objet captivates - with his dazzling blue eyes surrounded by more than 10 - 000 Swarovski® crystals in shades of opal - black diamond - and jet. Metal forged in India; painted with enamels and hand-set with stones by our finest artisans in Rhode Island.,16000,In Stock,Jay Strongwater,
